ID,Age,Education_level,Income,Marital_Status,Total_Spend,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Total_Campaigns_Accepted
6421,63,high,88347.0,Together,2116,4,7,9,1
4207,43,Low,87171.0,Married,1298,6,7,11,2
577,48,Low,26907.0,Together,22,1,0,3,0
10855,56,high,50014.0,Single,396,4,1,8,0
3081,46,Low,41014.0,Married,20,1,0,2,0
3535,59,high,66294.0,Single,967,4,3,5,0
247,53,high,36715.0,Married,357,7,2,4,0
8707,68,high,79456.0,Married,1401,5,6,4,0
9523,42,high,40479.0,Together,15,0,0,3,0
6072,54,high,75345.0,Single,2087,5,8,6,1
6295,47,high,54233.0,Married,981,11,6,5,0
10914,54,high,24163.0,Single,17,1,0,3,0
1509,66,Low,84460.0,Together,523,9,9,4,4
5577,41,high,43776.0,Together,23,1,0,2,0
7348,66,Low,71691.0,Single,1192,4,7,5,0
1127,51,Low,85844.0,Married,1958,6,6,7,1
1833,50,Low,39190.0,Single,133,2,1,4,0
4944,65,high,71367.0,Together,777,4,5,7,0
9080,52,Low,38578.0,Single,73,3,0,3,0
6466,59,Low,57236.0,Married,121,2,1,4,0
9964,45,high,61825.0,Single,424,4,2,8,0
4790,66,high,79803.0,Divorced,868,4,3,5,0
10245,38,Low,80910.0,Single,756,3,3,8,0
1109,42,high,27590.0,Together,12,1,0,2,0
6001,45,high,56775.0,Married,937,5,8,10,0
5538,49,high,83829.0,Divorced,1862,4,7,6,3
10552,45,Low,54210.0,Married,367,4,1,7,0
1545,38,high,38508.0,Married,443,7,2,5,0
7409,54,high,53187.0,Together,267,4,1,6,0
4444,52,high,30023.0,Married,61,2,0,3,0
146,64,Low,76045.0,Single,1323,4,5,11,1
6271,72,Low,50870.0,Married,63,2,0,3,0
10065,54,Low,15315.0,Married,64,2,0,4,0
4741,50,Low,65463.0,Married,562,6,2,9,1
246,59,high,66480.0,Married,312,4,1,7,0
375,70,high,76773.0,Divorced,1156,2,2,11,0
1524,41,Low,81698.0,Single,1104,8,2,5,1
10022,51,Low,54466.0,Single,16,1,0,2,0
7451,64,high,98777.0,Single,2008,4,6,9,1
11010,40,Low,16269.0,Single,44,3,0,3,0
4356,53,high,71819.0,Together,1574,3,3,5,2
3885,41,Low,33569.0,Married,63,1,1,2,1
1175,41,high,36262.0,Married,426,3,5,3,1
880,58,Middle,22634.0,Together,96,2,1,2,0
2320,46,Low,47025.0,Married,635,11,1,6,0
850,56,high,70566.0,Single,757,6,5,9,0
4713,45,Low,31605.0,Married,125,2,1,4,0
675,51,high,52034.0,Divorced,332,4,2,5,0
5025,45,high,48526.0,Single,135,2,1,4,0
2308,70,high,46734.0,Married,330,6,1,5,0
5995,62,high,39552.0,Divorced,384,6,2,5,0
6749,58,high,86358.0,Single,1722,5,3,6,0
1010,47,high,46931.0,Together,78,1,1,3,0
8977,39,Middle,16581.0,Single,24,0,0,3,0
4756,72,Low,63998.0,Divorced,1168,7,6,11,0
3412,73,high,67381.0,Married,957,2,2,9,1
606,57,high,25930.0,Single,15,1,0,2,0
5961,46,high,42693.0,Married,57,1,0,3,0
2975,48,high,85606.0,Together,1956,6,7,9,1
2894,39,high,72903.0,Single,2013,7,5,8,3
7613,50,Low,49669.0,Together,326,5,1,6,0
10542,56,Low,36778.0,Married,77,3,0,3,0
8015,62,Low,85696.0,Divorced,1313,4,6,9,0
10617,35,high,10979.0,Divorced,30,3,0,3,0
11166,63,high,49678.0,Married,315,6,2,4,0
849,71,high,56129.0,Together,660,6,2,10,0
523,35,high,37155.0,Married,74,2,0,4,0
4066,46,Low,21282.0,Divorced,46,2,1,2,0
8414,62,Low,33419.0,Single,86,2,0,4,0
819,79,high,63285.0,Widow,1103,6,5,13,0
4961,50,high,21255.0,Together,61,2,1,4,0
749,43,high,42162.0,Together,145,3,1,3,1
5430,68,high,54450.0,Together,684,9,2,8,0
7755,70,Low,57744.0,Married,411,9,1,4,0
10525,38,high,26576.0,Single,27,1,0,2,1
1453,81,Low,57513.0,Widow,1060,9,3,13,0
8310,60,high,68142.0,Together,1459,10,4,7,0
10710,45,high,7500.0,Married,18,1,0,2,0
5031,50,high,83145.0,Together,1833,5,9,11,1
2613,64,high,54197.0,Married,237,1,3,6,0
213,61,Low,23091.0,Single,48,2,1,3,0
967,48,high,46049.0,Married,515,5,2,9,0
1077,50,high,56715.0,Together,1020,7,3,4,0
7959,63,high,79410.0,Married,1370,3,2,5,0
640,73,high,57304.0,Married,1026,7,6,10,0
4252,59,high,44375.0,Married,301,4,1,6,0
8432,68,high,54450.0,Together,684,9,2,8,0
6218,59,high,59594.0,Married,499,8,1,7,1
6905,30,high,80685.0,Together,1004,6,4,10,0
5922,50,Low,40344.0,Married,218,4,1,5,0
3598,52,high,62710.0,Married,606,4,2,12,0
6116,56,Low,48985.0,Married,75,1,1,3,0
6263,56,high,35322.0,Together,106,2,0,4,0
10486,76,high,77142.0,Married,990,4,4,8,0
2410,55,high,81657.0,Single,1097,3,4,8,0
193,28,Middle,14421.0,Married,16,1,0,2,1
3363,50,Low,20130.0,Married,34,1,0,3,0
8278,34,Low,74214.0,Married,1711,8,2,5,0
10660,67,high,66726.0,Married,438,8,2,4,1
8686,45,Middle,23724.0,Together,75,2,0,3,0
1604,64,high,47353.0,Married,225,2,2,6,0
5907,72,high,33444.0,Married,18,1,0,2,0
10669,43,high,54386.0,Married,470,3,2,10,0
2918,43,high,28510.0,Divorced,91,2,0,4,0
5735,33,high,90638.0,Single,2525,3,4,10,1
359,74,high,48070.0,Together,504,8,2,6,0
8387,67,high,43140.0,Married,235,4,1,5,0
1829,63,Low,54959.0,Divorced,1232,9,5,4,1
3839,66,Middle,15056.0,Single,88,2,2,3,0
9392,53,high,26954.0,Single,17,1,0,2,0
2292,39,high,22327.0,Single,24,1,0,3,0
10466,59,high,44393.0,Married,60,1,0,4,0
9855,72,Low,62000.0,Single,1020,6,6,13,1
4088,62,Low,31497.0,Together,155,3,1,4,0
5231,50,Low,45894.0,Married,51,1,0,3,0
590,54,high,78579.0,Divorced,1812,5,6,4,0
8732,55,high,67369.0,Widow,1461,7,4,10,2
2315,64,high,58401.0,Divorced,96,1,2,2,0
3515,72,high,62307.0,Single,160,4,0,4,0
2245,55,high,43641.0,Married,139,2,1,4,0
6283,56,high,63841.0,Divorced,908,9,3,9,0
2246,59,Low,46891.0,Married,183,2,1,4,0
6606,55,high,70091.0,Married,1161,5,2,10,1
5545,52,Low,78075.0,Married,988,3,5,5,0
7342,63,Low,59184.0,Widow,1072,6,6,12,0
837,47,high,54809.0,Married,174,2,1,5,0
9500,65,high,58113.0,Married,758,9,2,8,0
3602,66,high,51412.0,Married,195,3,2,4,0
234,45,high,15287.0,Divorced,31,1,1,2,1
2995,67,high,66636.0,Together,1084,3,4,9,0
1118,68,high,50965.0,Married,685,10,4,5,1
7789,59,Low,84618.0,Married,1672,6,9,10,1
3068,34,high,18351.0,Married,43,2,0,3,0
8955,67,Low,40451.0,Together,49,1,1,2,1
945,59,high,36317.0,Together,133,3,0,4,0
5644,67,high,42213.0,Together,363,5,1,7,1
7192,69,high,65748.0,Together,545,2,4,10,0
2324,52,high,77044.0,Together,1065,7,11,11,1
697,55,high,74918.0,Together,2047,5,9,6,1
3439,52,high,56721.0,Married,296,4,1,5,0
1506,49,high,42160.0,Single,140,2,1,4,0
232,59,high,61559.0,Single,530,4,2,10,0
8876,61,Low,33629.0,Together,152,3,1,4,0
4500,33,Low,68682.0,Together,1598,4,9,10,0
9739,61,high,34377.0,Single,114,2,2,2,0
10395,38,Middle,8940.0,Single,101,3,1,3,0
1176,51,high,26228.0,Married,25,1,0,2,0
1627,67,Low,77297.0,Divorced,789,5,7,9,1
938,43,high,40211.0,Married,87,2,1,2,1
2740,66,Low,33438.0,Widow,90,2,1,4,0
257,65,Low,75032.0,Married,1215,5,4,9,0
4058,69,Low,61284.0,Single,811,11,2,8,1
7736,38,high,22518.0,Married,61,2,1,2,1
8210,49,high,54730.0,Married,405,4,1,8,0
833,69,high,38452.0,Married,72,3,0,3,0
6230,53,high,44421.0,Divorced,189,5,0,4,0
7325,38,Low,38197.0,Together,40,1,0,3,0
1307,46,high,41986.0,Divorced,63,3,0,4,0
1502,41,high,28427.0,Together,52,2,0,3,0
6211,48,Low,37395.0,Together,39,1,0,3,0
843,53,high,64722.0,Married,805,8,2,11,0
4174,68,high,55249.0,Together,130,2,1,4,0
9757,52,high,84906.0,Together,1631,5,6,12,3
6918,35,high,28691.0,Married,34,1,0,3,0
286,72,high,44213.0,Single,152,2,1,5,0
11086,40,Middle,25707.0,Single,21,1,0,3,0
1921,57,Low,59062.0,Married,71,2,0,3,0
4138,62,high,76624.0,Single,899,5,10,7,1
7718,77,high,66000.0,Together,711,1,3,5,0
1291,46,Low,27683.0,Together,351,6,2,4,0
6862,53,high,1730.0,Divorced,8,0,0,0,0
4136,32,Middle,7500.0,Single,119,3,2,2,0
803,56,high,40521.0,Together,21,0,1,2,0
4298,51,Low,20427.0,Together,10,1,0,2,0
10833,49,high,65106.0,Married,973,8,3,13,1
9606,59,Low,69969.0,Married,1536,4,2,6,2
8534,72,high,67433.0,Married,992,6,5,13,1
5153,57,Low,77766.0,Married,1529,11,10,11,1
961,52,high,74716.0,Married,860,7,3,5,0
5011,61,high,68118.0,Divorced,928,8,9,4,0
6653,54,Low,55158.0,Married,418,7,2,5,0
9094,69,Low,62972.0,Married,587,7,4,3,0
810,49,high,74190.0,Married,641,4,2,11,0
5493,48,high,39356.0,Married,23,1,0,2,1
2147,55,high,76653.0,Together,2279,4,7,11,2
5107,51,Low,35860.0,Divorced,49,1,1,2,1
3979,41,Low,90687.0,Divorced,1779,6,2,8,1
6049,42,high,73450.0,Together,1804,7,8,11,2
8147,64,high,31454.0,Married,48,2,0,3,0
1857,72,high,47139.0,Single,83,2,1,2,0
3910,49,high,83829.0,Divorced,1862,4,7,6,3
5207,61,Low,53378.0,Married,793,9,4,6,0
11114,54,high,19656.0,Together,84,2,1,3,0
5429,76,Low,45579.0,Married,183,4,1,4,0
9400,66,Low,85485.0,Single,1383,6,6,6,0
1740,80,high,55956.0,Married,999,7,3,4,1
7488,61,high,64191.0,Single,825,5,3,13,0
195,52,high,38808.0,Single,246,5,1,4,1
635,58,high,57183.0,Married,610,9,1,7,0
7527,56,high,23748.0,Divorced,76,2,1,3,0
10319,53,high,66303.0,Married,1286,3,4,11,1
2296,49,high,37368.0,Married,30,1,0,2,1
10637,60,high,40800.0,Married,99,3,0,3,0
2931,46,high,71847.0,Divorced,1192,6,7,9,1
907,49,high,46149.0,Married,362,5,1,7,0
3698,41,high,78687.0,Together,2130,4,6,8,1
9516,53,Low,49118.0,Divorced,1229,9,7,10,2
679,67,Low,37633.0,Married,38,1,0,3,0
7384,73,high,39767.0,Together,485,7,1,7,0
5043,73,Middle,26997.0,Married,434,4,2,5,0
5267,54,high,33986.0,Divorced,44,1,0,3,0
339,52,Low,57091.0,Married,496,9,2,5,1
2516,55,Low,46831.0,Married,78,1,2,2,0
9010,52,high,83151.0,Married,2346,5,7,10,3
378,53,high,52531.0,Married,794,7,2,10,0
4808,68,high,15759.0,Married,17,1,0,2,0
5068,53,high,22804.0,Single,26,2,0,2,0
7628,51,Low,43050.0,Married,76,2,0,4,0
7128,47,Low,42997.0,Single,15,1,0,2,0
2811,61,Low,48918.0,Single,62,1,0,4,0
3551,70,high,60033.0,Together,198,2,1,5,0
1663,46,Low,34043.0,Together,49,2,0,2,0
5543,58,high,57811.0,Together,802,7,2,11,1
1577,78,high,78569.0,Married,1736,4,6,4,1
10641,46,high,7500.0,Single,57,2,1,3,0
5336,53,high,157733.0,Together,59,1,0,1,0
6024,71,high,94384.0,Together,2302,5,8,5,3
1878,39,Low,23148.0,Married,37,2,0,3,0
3099,54,high,44267.0,Divorced,310,5,2,4,0
6055,45,high,71626.0,Married,1305,5,5,8,1
5841,58,high,60894.0,Together,832,10,3,8,0
3972,48,high,50200.0,Together,401,7,1,5,0
4394,59,Low,81051.0,Married,1501,5,5,12,2
5758,42,high,65169.0,Married,1189,10,4,13,4
6658,52,high,59868.0,Together,1194,11,2,12,0
4603,64,Low,65695.0,Married,656,5,4,10,0
8427,68,high,64857.0,Single,1540,7,5,10,0
10260,59,high,45143.0,Together,311,6,1,5,0
7143,69,Low,74805.0,Together,820,4,7,10,0
8789,35,Low,59060.0,Married,274,3,1,7,0
6197,62,Low,27238.0,Single,57,3,0,3,0
4554,59,high,47009.0,Together,448,3,2,8,0
4937,51,Low,46094.0,Married,44,1,0,3,0
1920,52,high,40321.0,Married,102,3,0,3,0
8749,40,high,37235.0,Together,61,1,1,2,0
1650,64,high,81843.0,Married,1643,5,9,12,0
10377,66,high,46692.0,Together,397,6,1,5,0
9206,56,high,77382.0,Together,1121,5,7,12,1
10971,47,high,37774.0,Single,473,7,2,3,1
6398,50,Middle,18393.0,Married,50,3,0,3,0
9212,62,high,72828.0,Married,1678,6,3,13,0
7937,42,high,24711.0,Married,58,3,0,3,0
839,49,Low,45503.0,Married,170,3,1,4,0
4246,42,high,6560.0,Single,373,1,0,1,0
158,79,Low,71604.0,Together,1196,8,3,5,1
4832,45,high,27244.0,Married,101,2,2,2,0
5621,55,high,48752.0,Married,316,6,1,5,0
1945,62,high,71434.0,Married,1400,7,4,7,2
5147,76,high,90842.0,Single,1424,4,9,13,0
2535,46,high,88097.0,Married,844,6,5,8,3
11039,49,high,51948.0,Married,311,5,2,4,0
9495,42,high,71853.0,Together,1149,2,8,6,0
9635,41,high,35876.0,Married,129,3,1,3,0
2173,72,high,40049.0,Widow,32,1,0,3,0
942,42,high,39660.0,Single,299,7,1,3,0
9386,62,high,50127.0,Together,320,5,1,6,1
5510,47,high,43263.0,Married,441,5,2,6,0
873,75,high,62845.0,Married,1178,3,4,10,1
2253,34,high,18929.0,Married,85,1,0,4,0
5181,42,Middle,24367.0,Single,24,1,0,2,0
979,49,high,33249.0,Single,112,2,1,3,0
10390,65,Low,26887.0,Married,30,1,0,3,0
4698,41,Low,50150.0,Married,410,5,2,7,0
7793,48,high,62061.0,Together,800,10,4,7,1
1745,62,Low,85696.0,Divorced,1313,4,6,9,0
10590,68,Low,76542.0,Together,1483,4,8,10,0
5080,31,high,70515.0,Single,1258,6,6,4,0
8369,37,high,18227.0,Together,28,0,1,2,0
5232,59,high,69139.0,Married,227,4,1,5,0
2407,42,high,69109.0,Married,1555,6,6,7,1
3834,62,high,69627.0,Single,861,8,2,11,0
7912,46,high,38136.0,Married,103,3,1,2,1
7712,78,Low,62159.0,Single,634,6,2,10,0
1065,61,high,80695.0,Single,1918,5,8,5,0
7275,53,high,33316.0,Single,131,2,1,4,0
1343,56,high,58554.0,Together,586,8,2,6,0
1384,32,Middle,17256.0,Married,62,2,1,2,1
9967,50,high,53034.0,Divorced,447,6,1,7,0
6181,74,Low,52203.0,Together,939,8,7,11,0
10507,47,Low,59601.0,Divorced,797,2,2,7,1
2674,66,high,75154.0,Single,1143,6,3,6,0
2698,48,high,47025.0,Single,415,6,3,5,0
3231,51,high,37971.0,Married,30,1,0,3,0
4096,56,high,41335.0,Divorced,187,4,1,4,0
10476,66,high,67267.0,Married,251,3,2,5,0
5948,49,high,57338.0,Single,237,4,1,5,0
9140,64,Low,50523.0,Together,91,2,0,4,0
10258,59,high,35791.0,Single,35,1,0,3,0
5675,64,Low,50611.0,Divorced,493,4,5,7,1
4743,55,Low,56242.0,Married,971,8,4,11,0
8805,64,high,48904.0,Single,371,7,2,4,0
1542,49,high,56243.0,Single,396,4,2,8,0
6770,39,high,21355.0,Married,68,2,1,2,1
8773,53,high,57420.0,Together,322,5,1,6,1
10475,54,high,51381.5,Together,317,4,2,6,0
10420,69,high,46390.0,Divorced,222,4,2,3,0
7514,68,Low,54342.0,Together,177,3,1,4,0
2902,66,high,51381.5,Together,45,1,0,3,0
4345,60,Low,51381.5,Single,21,1,0,2,0
793,51,high,20895.0,Married,45,2,0,3,0
10909,76,high,92344.0,Married,1899,5,10,5,2
3769,52,Low,51381.5,Together,42,1,0,3,0
8702,48,Low,26907.0,Together,22,1,0,3,0
4791,44,high,44964.0,Together,41,1,0,3,0
2963,45,high,75507.0,Together,1440,8,6,6,0
8216,52,high,53761.0,Married,325,4,4,3,0
8140,51,high,22682.0,Together,95,2,1,4,0
10146,52,Low,38887.0,Together,42,1,0,3,0
5289,49,Low,41658.0,Single,72,1,1,2,0
2587,52,Low,29791.0,Married,20,2,0,3,0
4405,68,high,63915.0,Married,789,6,3,12,0
8663,50,high,39996.0,Divorced,15,1,0,2,0
2589,52,high,26759.0,Divorced,59,2,1,3,0
3421,56,high,63841.0,Divorced,908,9,3,9,0
10490,55,Low,51039.0,Married,417,6,2,4,0
4094,63,high,60544.0,Married,289,5,1,5,0
9958,52,high,65685.0,Married,769,9,2,9,0
2534,71,high,37716.0,Married,188,4,1,3,0
4188,67,high,36864.0,Single,354,5,2,4,0
6613,54,high,44511.0,Married,727,8,4,8,0
10827,57,Low,36947.0,Married,146,3,0,4,0
5491,73,high,47352.0,Together,319,6,1,5,0
8402,71,high,67087.0,Married,794,7,5,8,0
8783,74,high,57045.0,Married,454,4,2,9,0
10010,71,Low,36957.0,Divorced,152,3,2,2,0
618,47,Low,69389.0,Married,797,7,2,12,0
9121,52,high,80134.0,Married,1690,5,3,6,3
361,55,high,43142.0,Married,20,1,0,2,0
4310,80,high,80589.0,Married,1428,5,10,5,1
2678,34,high,34412.0,Single,209,5,0,3,0
6376,45,high,57537.0,Single,545,4,3,8,0
524,58,Middle,22634.0,Together,96,2,1,2,0
10341,76,high,51315.0,Together,222,2,2,5,0
5654,52,high,36026.0,Married,61,2,0,3,0
4098,51,high,24639.0,Married,44,2,0,4,0
5824,52,Low,34578.0,Together,8,1,0,2,0
7000,52,Low,65704.0,Single,817,2,10,10,0
2561,58,high,63810.0,Single,1371,4,3,12,1
5229,55,Low,54132.0,Together,42,1,0,3,0
4086,65,high,18690.0,Married,60,1,1,2,0
2428,54,high,28164.0,Married,78,2,0,4,0
8254,50,Low,34596.0,Married,23,1,0,2,0
2836,52,Low,43269.0,Married,19,1,0,2,0
8418,66,Low,38741.0,Single,61,2,0,3,0
1362,52,high,31907.0,Single,449,6,1,6,0
7152,41,high,27100.0,Married,37,1,0,3,0
10033,51,Low,31163.0,Divorced,38,1,0,3,0
9349,39,high,92533.0,Married,1131,6,5,11,2
274,51,high,34853.0,Single,34,2,0,3,0
3388,57,high,70844.0,Divorced,294,6,1,5,0
922,45,Low,31086.0,Married,48,1,1,2,1
8588,63,high,60544.0,Married,289,5,1,5,0
2518,38,Low,20491.0,Together,30,0,1,2,0
574,60,high,42523.0,Married,125,1,1,4,0
3220,41,high,39922.0,Married,156,3,0,4,0
5967,72,high,33402.0,Together,70,2,1,3,0
1183,75,high,36408.0,Married,22,1,0,2,0
6856,45,high,21645.0,Together,65,3,0,3,0
4530,76,high,78427.0,Widow,1930,3,7,10,1
1553,78,high,82657.0,Together,2283,7,5,10,2
4682,66,high,51876.0,Married,310,2,2,8,0
8204,53,Low,78041.0,Married,1319,4,4,9,0
5221,67,high,52852.0,Married,879,10,7,5,1
1232,42,Low,70038.0,Together,1244,4,4,8,0
1927,51,Low,69401.0,Together,690,4,4,5,0
5788,52,high,46053.0,Together,209,3,2,4,0
6652,59,high,77343.0,Married,1134,3,4,9,0
6246,71,high,73892.0,Single,1507,3,11,8,0
5975,57,Low,40304.0,Single,57,2,0,3,0
6875,59,Low,32727.0,Together,529,7,3,5,0
4399,55,high,68695.0,Together,1091,4,4,7,0
4042,53,high,43300.0,Divorced,180,4,0,4,0
2157,52,high,26290.0,Together,77,2,0,4,0
10133,54,high,93790.0,Single,2349,6,7,12,3
2525,50,Low,38410.0,Married,534,5,2,9,0
8233,74,high,64866.0,Widow,556,7,3,7,1
9483,65,high,57957.0,Together,637,4,6,8,0
2945,69,Low,46015.0,Together,46,1,0,3,2
10403,46,high,16531.0,Together,44,3,0,3,0
5074,38,high,28072.0,Married,47,1,0,3,0
10524,61,high,49476.0,Divorced,795,2,11,5,0
4690,71,high,50725.0,Married,586,8,1,8,0
7521,72,high,83844.0,Together,1574,4,4,11,1
7196,74,Low,41145.0,Married,13,0,0,3,0
4406,54,high,67419.0,Together,1471,9,4,8,0
9672,54,Low,23162.0,Married,65,1,1,3,0
4864,47,high,34380.0,Married,175,4,1,3,0
4706,58,high,34704.0,Single,40,1,0,3,0
4070,55,Low,94871.0,Married,1078,8,5,4,2
25,66,high,65148.0,Married,1115,6,6,7,0
3697,70,high,39898.0,Together,134,3,0,4,0
217,68,high,64857.0,Single,1540,7,5,10,0
4220,54,Low,59892.0,Married,87,2,1,3,0
5286,37,high,41020.0,Single,217,3,2,4,0
9559,63,Low,57072.0,Married,1034,7,5,13,1
2849,45,high,60474.0,Single,1180,10,2,12,0
7787,64,high,62807.0,Together,819,5,3,12,0
3102,43,Low,19414.0,Together,32,1,0,3,0
5868,44,high,19107.0,Married,46,1,0,3,0
8370,48,Low,75484.0,Together,1159,7,3,6,0
9988,48,high,70379.0,Single,860,6,3,13,0
2939,54,high,79419.0,Together,1631,4,6,4,0
5529,78,Low,64014.0,Together,444,8,2,5,1
9743,69,high,76998.0,Married,1910,11,8,8,1
5763,52,high,49854.0,Together,380,6,2,5,0
3478,53,Low,60585.0,Married,736,7,4,9,0
7494,74,Low,42873.0,Divorced,269,6,1,4,0
1763,36,high,87679.0,Together,2524,7,11,10,3
7250,46,high,57867.0,Together,612,7,2,9,0
2005,34,high,35765.0,Married,75,2,0,4,0
10770,65,high,65492.0,Married,1045,4,7,13,0
6885,47,high,32952.0,Divorced,55,2,0,3,0
2072,55,Low,53374.0,Together,1064,4,2,9,1
9463,65,high,71706.0,Together,1443,9,5,7,0
6318,36,high,68487.0,Married,1366,9,7,13,0
4093,49,high,53253.0,Together,436,4,3,5,0
5751,51,Low,31163.0,Divorced,38,1,0,3,0
3340,47,high,42014.0,Married,436,7,1,6,0
3594,51,high,54108.0,Married,747,8,2,9,0
3584,69,Low,49667.0,Single,1396,5,10,5,1
3643,50,high,63206.0,Married,928,4,3,6,1
851,52,high,57136.0,Married,642,5,2,10,0
7706,49,Low,46772.0,Together,1048,11,8,5,1
3967,53,Low,78931.0,Married,943,2,8,13,0
10128,66,high,53977.0,Together,907,5,5,12,0
486,36,high,84219.0,Married,1198,3,4,10,0
9,49,high,46098.0,Single,120,3,2,2,0
9451,59,high,73538.0,Married,1658,10,4,9,0
9264,38,high,79529.0,Married,1638,4,8,9,0
3865,47,Low,20981.0,Together,73,3,1,2,0
2853,44,high,51766.0,Single,275,4,2,4,0
1490,62,high,55759.0,Married,854,10,3,8,0
6310,46,high,33039.0,Married,78,2,0,4,0
10380,52,high,37787.0,Married,106,3,0,3,0
3887,54,high,27242.0,Single,106,2,0,3,0
4278,41,Low,87188.0,Single,1923,10,2,6,0
8643,53,high,69930.0,Together,1662,4,5,12,0
1998,48,high,37697.0,Single,84,2,1,3,0
10795,51,Low,37401.0,Married,48,2,0,3,0
11110,51,high,3502.0,Single,5,0,0,0,0
2408,48,high,58597.0,Married,733,7,4,9,0
202,76,Low,82032.0,Widow,1234,4,6,7,0
7998,66,high,28087.0,Together,112,2,2,2,0
830,37,Low,74004.0,Single,1658,4,6,4,2
3536,64,high,19740.0,Together,55,1,1,3,0
6050,49,Low,57036.0,Married,1513,6,3,13,1
125,66,Low,53083.0,Together,271,5,1,5,1
3463,49,Low,69283.0,Married,904,7,3,13,0
2804,49,high,46098.0,Single,120,3,2,2,0
3745,36,Low,23331.0,Married,103,3,0,3,0
9771,36,Low,23331.0,Single,269,5,1,5,0
451,35,high,9255.0,Single,22,1,1,2,0
10530,65,Low,67786.0,Widow,1156,3,6,6,0
1079,53,Low,71969.0,Married,1086,3,4,9,1
8920,57,high,59235.0,Single,1128,11,2,12,0
6678,35,high,31928.0,Together,72,3,0,4,0
3852,63,high,74881.0,Together,964,9,2,12,0
528,46,high,65819.0,Married,1383,5,4,10,0
73,71,Low,51411.0,Single,18,0,0,3,0
5589,60,high,51983.0,Divorced,793,9,2,10,0
10212,38,high,42386.0,Together,100,3,0,3,0
6365,37,Low,30390.0,Married,80,2,0,3,0
5636,61,high,30983.0,Single,167,4,0,3,0
591,67,high,66033.0,Widow,677,8,3,7,0
2217,49,Low,37284.0,Married,23,0,0,3,0
2544,73,high,57530.0,Divorced,92,1,1,4,0
7725,59,Low,76800.0,Married,641,4,4,7,0
8091,68,high,63943.0,Married,1106,6,4,6,0
7321,62,high,76081.0,Together,1033,4,5,4,1
5462,50,high,67445.0,Married,1174,9,6,12,0
7791,57,high,37054.0,Married,25,1,0,3,0
955,62,high,47175.0,Together,240,4,2,4,1
4037,48,high,31859.0,Divorced,20,1,0,2,0
6642,63,high,27215.0,Divorced,102,2,1,4,0
2793,48,Low,70179.0,Divorced,1034,7,3,13,0
5424,41,high,39922.0,Married,156,3,0,4,0
879,48,high,49681.0,Married,458,7,1,7,0
9530,36,high,24645.0,Married,17,1,0,2,0
4828,70,high,79865.0,Divorced,792,5,10,5,0
10699,39,high,44322.0,Married,92,3,0,3,0
1497,72,high,47958.0,Single,407,6,3,5,0
7476,60,high,63972.0,Single,1269,5,4,10,1
4390,70,high,75315.0,Together,841,5,4,12,0
10478,74,Low,55517.0,Married,633,11,1,6,0
1081,67,Low,75283.0,Married,1019,6,3,5,0
4261,78,Low,82800.0,Single,1315,7,6,12,2
9916,70,high,38998.0,Married,54,2,0,3,0
5350,33,high,90638.0,Single,2525,3,4,10,1
8135,38,high,27161.0,Married,52,1,0,3,0
8685,47,high,42014.0,Married,436,7,1,6,0
4967,64,Low,38201.0,Together,268,5,1,5,0
2130,42,high,45203.0,Together,147,3,1,3,0
9298,77,Low,81574.0,Together,1798,4,5,8,2
8175,32,high,34935.0,Married,137,2,1,4,0
6257,48,high,60482.0,Single,507,7,2,7,0
3790,68,high,34633.0,Together,15,1,0,2,0
9952,77,high,78093.0,Together,1105,4,7,5,0
3503,74,high,82460.0,Divorced,974,5,3,6,0
5223,58,high,45903.0,Together,66,2,1,3,0
4608,37,high,81361.0,Divorced,778,3,10,13,0
1626,51,Low,35860.0,Divorced,49,1,1,2,1
4764,72,high,40442.0,Together,169,3,1,4,0
2471,59,high,61482.0,Married,299,3,2,6,0
5892,44,high,34968.0,Married,221,3,2,5,0
2612,37,high,75794.0,Married,1682,7,5,12,1
4971,62,Low,31497.0,Together,155,3,1,4,0
5185,69,high,74268.0,Married,892,4,3,5,0
10069,36,Middle,13724.0,Together,58,2,0,2,1
2262,59,high,45143.0,Together,311,6,1,5,0
1131,57,Low,52569.0,Single,95,2,0,4,0
1041,51,Low,48432.0,Single,424,7,1,6,0
24,64,high,17144.0,Together,47,3,0,4,0
3409,40,high,36108.0,Single,339,7,1,4,1
7022,53,high,76445.0,Married,1410,2,5,13,0
7943,49,Low,36663.0,Married,35,1,1,3,0
5272,59,high,53843.0,Married,562,8,5,3,0
5453,68,high,90226.0,Married,2352,4,7,12,1
2565,69,high,70638.0,Divorced,1334,4,5,10,1
800,64,high,44512.0,Together,32,1,0,3,0
11092,63,high,27116.0,Married,41,2,0,3,0
5062,61,Low,54072.0,Married,39,2,0,2,0
8969,47,high,71855.0,Married,1141,5,5,11,0
4656,34,Low,51250.0,Single,710,10,5,4,1
4480,51,high,60432.0,Married,401,7,2,5,0
9971,60,Low,65526.0,Married,506,4,4,8,0
6729,36,high,68655.0,Single,1538,4,5,11,0
1773,46,Low,12393.0,Married,57,2,0,3,0
9242,34,high,64509.0,Single,1722,6,3,9,1
1764,49,high,33955.0,Single,270,5,1,5,0
6215,47,high,31353.0,Married,31,1,1,2,0
10099,40,high,55434.0,Married,882,5,3,13,0
